,Number,OwnerName,Location,LocationAddress,LocationCity,LocationState,LocationZip,County,Status,NextInspectionDue,NextInspectionDueOther,MachineType,Manufacturer,UnitType,InsertedAt,LastSeen
87,200051,"AVONDALE MILLS, INC",WARREN DIVISION,GREGG HIGHWAY,GRANITEVILLE,SC,29829,AIKEN,Destroyed,2004-10-21 00:00:00.0000000,,Hydraulic,DOVER,Freight,2018-10-05 07:22:19.3230163 +00:00,2018-10-05 07:22:19.3230034 +00:00
88,200052,"AVONDALE MILLS, INC",GREGG DIVISION,MARSHALL STREET,GRANITEVILLE,SC,29829,AIKEN,Destroyed,2008-01-29 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Freight,2018-10-05 07:22:20.1123108 +00:00,2018-10-05 07:22:20.1122897 +00:00
89,200053,"AVONDALE MILLS, INC",GREGG DIVISION,MARSHALL STREET,GRANITEVILLE,SC,29829,AIKEN,Destroyed,2008-01-29 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Freight,2018-10-05 07:22:20.9058755 +00:00,2018-10-05 07:22:20.9058636 +00:00
90,200054,"AVONDALE MILLS, INC",TOWNSEND DIVISION,BREEZY HILL ROAD,GRANITEVILLE,SC,29829,AIKEN,Destroyed,2011-04-26 00:00:00.0000000,,Hydraulic,DOVER,Freight,2018-10-05 07:22:21.6388124 +00:00,2018-10-05 07:22:21.6387861 +00:00
91,200055,"AVONDALE MILLS, INC",TOWNSEND DIVISION,BREEZY HILL ROAD,GRANITEVILLE,SC,29829,AIKEN,Destroyed,2011-04-26 00:00:00.0000000,,Hydraulic,DOVER,Freight,2018-10-05 07:22:22.3595515 +00:00,2018-10-05 07:22:22.3595342 +00:00
92,200056,NORTH AUGUSTA BTC,NORTH AUGUSTA BTC,802 E MARTINTOWN RD #100,NORTH AUGUSTA,SC,29841,AIKEN,Active,2018-11-29 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:23.0910586 +00:00,2018-10-05 07:22:23.0910362 +00:00
93,200057,NORTH AUGUSTA BTC,NORTH AUGUSTA BTC,802 E. MARTINTOWN RD,N. AUGUSTA,SC,29841,AIKEN,Active,2018-11-29 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:23.8808801 +00:00,2018-10-05 07:22:23.8808646 +00:00
94,200058,THE LEDGES,THE LEDGES,550 SIKES AVENUE,N. AUGUSTA,SC,29841,AIKEN,Active,2018-11-09 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:24.6679644 +00:00,2018-10-05 07:22:24.6679393 +00:00
95,200059,THE LEDGES,THE LEDGES,550 SIKES AVENUE,N. AUGUSTA,SC,29841,AIKEN,Active,2018-11-09 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:25.4296696 +00:00,2018-10-05 07:22:25.4296459 +00:00
96,200060,REGIONS BANK C/O CBRE,REGIONS BANK,107 CHESTERFIELD ST S,AIKEN,SC,29802,AIKEN,Active,2019-06-13 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:22:26.1837503 +00:00,2018-10-05 07:22:26.1837349 +00:00
97,200061,CARADASA LLC,237 PARK OFFICE BUILDING,237 PARK AVENUE,AIKEN,SC,29801,AIKEN,Active,2018-10-12 00:00:00.0000000,,Hydraulic,U.S. ELEVATOR,Passenger,2018-10-05 07:22:26.9597213 +00:00,2018-10-05 07:22:26.9596994 +00:00
98,200062,BAE SYSTEMS,BAE SYSTEMS,15 WINDHAM BLVD.,AIKEN,SC,29801,AIKEN,Active,2018-11-29 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:22:27.7537976 +00:00,2018-10-05 07:22:27.7537751 +00:00
99,200063,REBECCA BECKER,AIKEN ANTIQUE MALL,112-114 LAURENS ST.,AIKEN,SC,29801,AIKEN,Active,2015-08-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,MONTGOMERY,Freight,2018-10-05 07:22:28.5133530 +00:00,2018-10-05 07:22:28.5133385 +00:00
100,200064,WOODSIDE PLANTATION CLUB,WOODSIDE PLANTATION CLUB,1000 WOODSIDE DRIVE,AIKEN,SC,29803,AIKEN,Active,2050-03-22 00:00:00.0000000,,Drum Hoist,OTHER,Dumbwaiter,2018-10-05 07:22:29.2708456 +00:00,2018-10-05 07:22:29.2708330 +00:00
101,200065,AIKEN COUNTY,AIKEN COUNTY JUDICIAL CTR,109 PARK AVENUE,AIKEN,SC,29801,AIKEN,Active,2019-08-01 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:30.0140300 +00:00,2018-10-05 07:22:30.0140152 +00:00
102,200066,AIKEN COUNTY,AIKEN COUNTY JUDICIAL CTR,109 PARK AVENUE,AIKEN,SC,29801,AIKEN,Active,2019-08-01 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:30.7508085 +00:00,2018-10-05 07:22:30.7507809 +00:00
103,200067,AIKEN COUNTY,AIKEN COUNTY JUDICAL CTR,109 PARK AVENUE,AIKEN,SC,29801,AIKEN,Active,2019-08-01 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:31.5108029 +00:00,2018-10-05 07:22:31.5107829 +00:00
104,200068,AIKEN COUNTY,AIKEN COUNTY JUDICIAL CTR,109 PARK AVENUE,AIKEN,SC,29801,AIKEN,Active,2019-08-01 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:32.2441708 +00:00,2018-10-05 07:22:32.2441511 +00:00
105,200069,AIKEN COUNTY,AIKEN COUNTY JUDICIAL CTR,109 PARK AVENUE,AIKEN,SC,29801,AIKEN,Active,2019-08-01 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:32.9726495 +00:00,2018-10-05 07:22:32.9726238 +00:00
106,200070,AIKEN COUNTY,AIKEN COUNTY JUDICIAL CTR,109 PARK AVENUE,AIKEN,SC,29801,AIKEN,Active,2050-10-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Dumbwaiter,2018-10-05 07:22:33.7350766 +00:00,2018-10-05 07:22:33.7350497 +00:00
107,200071,WOODSIDE EXECUTIVE PTNSHP LLC,WOODSIDE EXEC. PARK - BLDG G,6000 WOODSIDE EXECUTIVE COURT,AIKEN,SC,29803,AIKEN,Active,2018-11-20 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:22:34.4842293 +00:00,2018-10-05 07:22:34.4841893 +00:00
108,200072,AIKEN COUNTY,AIKEN COUNTY LIBRARY,314 CHESTERFIELD ST,AIKEN,SC,29801,AIKEN,Active,2019-08-01 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:35.2499373 +00:00,2018-10-05 07:22:35.2499214 +00:00
109,200073,"ENVISION STONESTREET SC, LLC",1080 SILVER BLUFF RD BLDG,1080 SILVER BLUFF ROAD,AIKEN,SC,29801,AIKEN,Active,2018-09-13 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:22:36.0155707 +00:00,2018-10-05 07:22:36.0155475 +00:00
110,200074,REYNOLDS II LLC,900 TRAIL RIDGE BLDG,900 TRAIL RIDGE ROAD,AIKEN,SC,29801,AIKEN,Active,2018-11-22 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:22:36.7735469 +00:00,2018-10-05 07:22:36.7735221 +00:00
111,200075,REYNOLDS II LLC,NINE HUNDRED TRAIL RIDGE,900 TRAIL RIDGE ROAD,AIKEN,SC,29801,AIKEN,Active,2018-11-22 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:22:37.5501018 +00:00,2018-10-05 07:22:37.5500827 +00:00
112,200076,MILLBROOK BAPTIST CHURCH,MILLBROOK BAPTIST CHURCH,223 SOUTH AIKEN BLVD SE ,AIKEN,SC,29803,AIKEN,Active,2018-10-11 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:22:38.3028150 +00:00,2018-10-05 07:22:38.3027933 +00:00
113,200077,AIKEN MEDICAL CENTER ASSOC,AIKEN MEDICAL BUILDING,"410 UNIVERSITY PKWY, STE 1000",AIKEN,SC,29801,AIKEN,Active,2019-04-16 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:39.1148217 +00:00,2018-10-05 07:22:39.1148037 +00:00
114,200078,WOODSIDE EXECUTIVE PTNSHP LLC,WOODSIDE EXEC. PARK - BLDG F,5000 WOODSIDE EXECITOVE COURT,AIKEN,SC,29803,AIKEN,Active,2018-11-20 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:22:39.9225509 +00:00,2018-10-05 07:22:39.9225388 +00:00
115,200079,AIKEN TECHNICAL COLLEGE,700-800 BUILDING,2276 JEFFERSON DAVIS,AIKEN,SC,29802,AIKEN,Active,2019-09-04 00:00:00.0000000,,Hydraulic,PARK MANUFACTURING,Passenger,2018-10-05 07:22:40.6957539 +00:00,2018-10-05 07:22:40.6957290 +00:00
116,200080,MEYBOHM LLC,MEYHOHM EXECUTIVE CENTER,1070 SILVER BLUFF RD,AIKEN,SC,29801,AIKEN,Active,2019-09-05 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:22:41.4947812 +00:00,2018-10-05 07:22:41.4947516 +00:00
117,200081,REALTY TRUST | AIKEN MED LLC ,AIKEN REGIONAL MEDICAL CTR.,302 UNIVERSITY PKWY,AIKEN,SC,29801,AIKEN,Active,2018-11-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:22:42.2565264 +00:00,2018-10-05 07:22:42.2563626 +00:00
118,200082,REALTY TRUST | AIKEN MED LLC ,AIKEN REGIONAL MEDICAL CTR.,302 UNIVERSITY PKWY,AIKEN,SC,29801,AIKEN,Active,2018-11-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:22:43.0498089 +00:00,2018-10-05 07:22:43.0497951 +00:00
119,200083,REALTY TRUST | AIKEN MED LLC ,AIKEN REGIONAL MEDICAL CTR.,302 UNIVERSITY PKWY,AIKEN,SC,29801,AIKEN,Active,2018-11-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:22:43.8176964 +00:00,2018-10-05 07:22:43.8176810 +00:00
120,200084,REALTY TRUST | AIKEN MED LLC ,AIKEN REGIONAL MEDICAL CTR.,302 UNIVERSITY PKWY,AIKEN,SC,29801,AIKEN,Active,2018-11-29 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:22:44.6125500 +00:00,2018-10-05 07:22:44.6125339 +00:00
121,200085,REALTY TRUST | AIKEN MED LLC ,AIKEN REGIONAL MEDICAL CTR.,302 UNIVERSITY PKWY,AIKEN,SC,29801,AIKEN,Active,2018-11-29 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:22:45.3969441 +00:00,2018-10-05 07:22:45.3969174 +00:00
122,200086,AIKEN MASONIC LODGE,AIKEN MASONIC LODGE,443 LAURENS STREET,AIKEN,SC,29801,AIKEN,Active,2019-02-03 00:00:00.0000000,,Screw,CHENEY,Wheelchair Lift,2018-10-05 07:22:46.1432813 +00:00,2018-10-05 07:22:46.1432569 +00:00
123,200087,LAWSON HOME FURNISHING,LAWSON HOME FURNISHING,1553 WHISKEY ROAD,AIKEN,SC,29801,AIKEN,Dormant,2011-11-29 00:00:00.0000000,,Drum Hoist,OTHER,Freight,2018-10-05 07:22:46.8950994 +00:00,2018-10-05 07:22:46.8950809 +00:00
124,200088,USC - AIKEN,RUTH PATRICK SCIENCE BLDG.,171 UNIVERSITY PKWY.,AIKEN,SC,29801,AIKEN,Active,2019-07-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:47.6460159 +00:00,2018-10-05 07:22:47.6459957 +00:00
125,200089,REALTY TRUST | AIKEN MED LLC ,AIKEN REGIONAL MEDICAL CTR.,202 UNIVERSITY PKWY,AIKEN,SC,29801,AIKEN,Active,2018-11-29 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:22:48.4326126 +00:00,2018-10-05 07:22:48.4325934 +00:00
126,200090,AIKEN COUNTY P.S.A.,PUMP STATION  #1,70 PSA ROAD,BEECH ISLAND,SC,29842,AIKEN,Active,2019-08-29 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Freight,2018-10-05 07:22:49.2310661 +00:00,2018-10-05 07:22:49.2310491 +00:00
127,200091,ST. PAUL UNITED METH CHURCH,ST PAUL UNITED METH CHURCH,600 MAIN STREET S.W.,NEW ELLENTON,SC,29809,AIKEN,Destroyed,2011-03-29 00:00:00.0000000,,Other,AMER STAIR GLIDE,Wheelchair Lift,2018-10-05 07:22:50.0058006 +00:00,2018-10-05 07:22:50.0057775 +00:00
128,200092,AIKEN MEDICAL CENTER ASSOC,AIKEN MEDICAL BUILDING,410 UNIVERSITY PKWY,AIKEN,SC,29801,AIKEN,Active,2019-04-16 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:50.7798080 +00:00,2018-10-05 07:22:50.7797895 +00:00
129,200093,CITY OF N. AUGUSTA,N. AUGUSTA ACTIVITIES CENTER,RIVERVIEW PARK,N. AUGUSTA,SC,29841,AIKEN,Active,2018-12-05 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:51.5533485 +00:00,2018-10-05 07:22:51.5533267 +00:00
130,200094,REALTY TRUST | AIKEN MED LLC ,REALTY TRUST | AIKEN MED LLC ,8 BUCKINGHAM PLANTATION DR,BLUFFTON,SC,29910,AIKEN,Active,2018-12-05 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:52.3092561 +00:00,2018-10-05 07:22:52.3092187 +00:00
131,200095,ALLNEX USA,EAU FACILITY,131 REVCO ROAD,N. AUGUSTA,SC,29841,AIKEN,Active,2018-12-12 00:00:00.0000000,,TRACTION W/STEEL ROPES,ESCO,Freight,2018-10-05 07:22:53.1351157 +00:00,2018-10-05 07:22:53.1351002 +00:00
132,200096,ST. THADDEUS EPISCOPAL CHURCH,ST. THADDEUS EPISCOPAL CHURCH,125 PENDLETON ST. SW,AIKEN,SC,29801,AIKEN,Active,2018-11-20 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:22:53.9249487 +00:00,2018-10-05 07:22:53.9249308 +00:00
133,200098,USC - AIKEN,USC AIKEN -  EDUCATION/BUS.,171 UNIVERSITY PKWY,AIKEN,SC,29801,AIKEN,Active,2019-07-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:54.7011273 +00:00,2018-10-05 07:22:54.7011107 +00:00
134,200099,USC - AIKEN,USC AIKEN - EDUCATION/BUS.,171 UNIVERSITY PKWY,AIKEN,SC,29801,AIKEN,Active,2019-07-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:22:55.4506440 +00:00,2018-10-05 07:22:55.4506275 +00:00
135,200100,SHELLHOUSE FUNERAL HOME,SHELLHOUSE FUNERAL HOME,924 HAYNE AVENUE,AIKEN,SC,29801,AIKEN,Active,2019-04-16 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:22:56.2148846 +00:00,2018-10-05 07:22:56.2148710 +00:00
136,200101,SHAW INDUSTRIES GROUP,SHAW INDUSTRIES GROUP,136 E. FRONTAGE ROAD,AIKEN,SC,29805,AIKEN,Active,2019-03-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,MONTGOMERY,Freight,2018-10-05 07:22:56.9619067 +00:00,2018-10-05 07:22:56.9618673 +00:00
137,200102,S C ELECTRIC &amp; GAS,URQUHART STATION -  #1,BEECH ISLAND,BEECH ISLAND,SC,29841,AIKEN,Destroyed,2006-03-15 00:00:00.0000000,,Rack &amp; Pinion,OTHER,Special Purpose,2018-10-05 07:22:57.7402263 +00:00,2018-10-05 07:22:57.7402083 +00:00
138,200103,S C ELECTRIC &amp; GAS,URQUHART STATION - #2,BEECH ISLAND,BEECH ISLAND,SC,29841,AIKEN,Destroyed,2006-03-15 00:00:00.0000000,,Rack &amp; Pinion,OTHER,Special Purpose,2018-10-05 07:22:58.5119309 +00:00,2018-10-05 07:22:58.5119027 +00:00
139,200104,S C ELECTRIC &amp; GAS,URQUHART STATION - #3,100 URQUHART DRIVE,BEECH ISLAND,SC,29842,AIKEN,Active,2019-03-07 00:00:00.0000000,,Rack &amp; Pinion,OTHER,Special Purpose,2018-10-05 07:22:59.2928950 +00:00,2018-10-05 07:22:59.2928686 +00:00
140,200105,"JAMES E. STEWART, JR.",PROFESSIONAL BUILDING,105 SUMMERWOOD WAY,AIKEN,SC,29803,AIKEN,Destroyed,2016-05-31 00:00:00.0000000,,Screw,NATL WHEEL O&#39;VATOR,Wheelchair Lift,2018-10-05 07:23:00.0740646 +00:00,2018-10-05 07:23:00.0740402 +00:00
141,200106,SAVANNAH RIVER RESEARCH,SAVANNAH RIVER RESEARCH,227 GATEWAY DRIVE,AIKEN,SC,29801,AIKEN,Active,2019-08-02 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:00.8469113 +00:00,2018-10-05 07:23:00.8468848 +00:00
142,200107,"RJAYR, INC.",HAMPTON INN,100 TAMIL DRIVE,AIKEN,SC,29803,AIKEN,Active,2019-01-08 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:01.5998597 +00:00,2018-10-05 07:23:01.5998121 +00:00
143,200108,AIKEN CENTER,AIKEN DRUG CENTER,1105 GREGG HWY,AIKEN,SC,29801,AIKEN,Active,2018-12-05 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:23:02.3389340 +00:00,2018-10-05 07:23:02.3389122 +00:00
144,200109,USC - AIKEN,RUTH PATRICK SCIENCE BLDG.,171 UNIVERSITY PKWY.,AIKEN,SC,29801,AIKEN,Active,2019-07-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:03.0731799 +00:00,2018-10-05 07:23:03.0731635 +00:00
145,200110,ACPS OPERATIONS CENTER,AIKEN HIGH SCHOOL,21 RUTLAND DRIVE NE,AIKEN,SC,29801,AIKEN,Dormant,2021-08-17 00:00:00.0000000,,Screw,PORCHLIFT,Wheelchair Lift,2018-10-05 07:23:03.8097234 +00:00,2018-10-05 07:23:03.8097112 +00:00
146,200111,MARRINSON GROUP,CUMBERLAND VILLAGE,3335 WISE CREEK LANE,AIKEN,SC,29801,AIKEN,Active,2019-02-20 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:04.5897764 +00:00,2018-10-05 07:23:04.5897587 +00:00
147,200112,MARRINSON GROUP,CUMBERLAND VILLAGE,3335 WISE CREEK LANE,AIKEN,SC,29801,AIKEN,Active,2019-02-20 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:05.3442758 +00:00,2018-10-05 07:23:05.3442343 +00:00
148,200113,SECOND BAPTIST CHURCH,SECOND BAPTIST CHURCH,425 HAMPTON AVE NW,AIKEN,SC,29801,AIKEN,Destroyed,2017-01-27 00:00:00.0000000,,Screw,OTHER,Wheelchair Lift,2018-10-05 07:23:06.1006241 +00:00,2018-10-05 07:23:06.1006053 +00:00
149,200114,FIRST BAPTIST CHURCH OF N.A.,FIRST BAPTIST CHURCH OF N.A.,625 GEORGIA AVENUE,N AUGUSTA,SC,29841,AIKEN,Active,2018-11-29 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:23:06.9079383 +00:00,2018-10-05 07:23:06.9079218 +00:00
150,200115,"AVONDALE MILLS, INC",HICKMAN DIVISION,P O BOX 128,GRANITEVILLE,SC,29829,AIKEN,Destroyed,2008-01-29 00:00:00.0000000,,Hydraulic,DOVER,Freight,2018-10-05 07:23:07.6607760 +00:00,2018-10-05 07:23:07.6607545 +00:00
151,200116,ACPS OPERATIONS CENTER,N AUGUSTA MIDDLE SCHOOL,725 OLD EDGEFIELD RD,N AUGUSTA,SC,29841,AIKEN,Active,2021-08-17 00:00:00.0000000,,Hydraulic,OTHER,Wheelchair Lift,2018-10-05 07:23:08.4204200 +00:00,2018-10-05 07:23:08.4203470 +00:00
152,200117,LUTHERAN HOMES OF SC,TRINITY LUTHERAN HOME,213 LAURENS STREET,AIKEN,SC,29801,AIKEN,Active,2019-06-20 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:09.1733393 +00:00,2018-10-05 07:23:09.1733190 +00:00
153,200118,TRINITY LUTHERAN HOME OF SC,TRINITY LUTHERAN HOME,213 LAURENS STREET,AIKEN,SC,29801,AIKEN,Active,2019-06-20 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:09.9612570 +00:00,2018-10-05 07:23:09.9612353 +00:00
154,200119,AIKEN COUNTY PUBLIC SCHOOL,NORTH AUGUSTA HIGH SCHOOL,2000 KNOBCONE AVE.,N AUGUSTA,SC,29841,AIKEN,Active,2022-01-20 00:00:00.0000000,,Hydraulic,OTHER,Wheelchair Lift,2018-10-05 07:23:10.6889432 +00:00,2018-10-05 07:23:10.6889129 +00:00
155,200120,ACPS OPERATIONS CENTER,AIKEN MIDDLE SCHOOL,101 GATOR LANE,AIKEN,SC,29801,AIKEN,Active,2021-08-17 00:00:00.0000000,,Screw,PORCHLIFT,Wheelchair Lift,2018-10-05 07:23:11.4422758 +00:00,2018-10-05 07:23:11.4422638 +00:00
156,200121,AIKEN COUNTY,AIKEN CNTY RECORDS MGMNT,224 LAURENS STREET,AIKEN,SC,29801,AIKEN,Destroyed,2005-05-16 00:00:00.0000000,,Other,SEDGEWICK,Dumbwaiter,2018-10-05 07:23:12.2400804 +00:00,2018-10-05 07:23:12.2400587 +00:00
157,200122,TOWN CREEK BAPTIST CHURCH,TOWN CREEK BAPTIST CHURCH,250 TOWN CREEK ROAD,AIKEN,SC,29803,AIKEN,Active,2019-01-19 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:13.0706624 +00:00,2018-10-05 07:23:13.0706407 +00:00
158,200123,FIRST BAPTIST CHURCH OF N.A.,FIRST BAPTIST CHURCH NA,625 GEORGIA AVENUE,N AUGUSTA,SC,29841,AIKEN,Active,2018-11-29 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:23:13.7900229 +00:00,2018-10-05 07:23:13.7900012 +00:00
159,200124,ALLNEX USA INC,ALLNEX - POWDERS UNIT,131 REVCO ROAD,N AUGUSTA,SC,29841,AIKEN,Active,2018-12-12 00:00:00.0000000,,Hydraulic,MONTGOMERY,Freight,2018-10-05 07:23:14.5358739 +00:00,2018-10-05 07:23:14.5358578 +00:00
160,200125,BRIDGESTONE/FIRESTONE,BRIDGESTONE/FIRESTONE,1 BRIDGESTONE PKWY.,GRANITEVILLE,SC,29829,AIKEN,Active,2019-03-27 00:00:00.0000000,,Hydraulic,MINNESOTA ELEVATOR INC,Freight,2018-10-05 07:23:15.3101515 +00:00,2018-10-05 07:23:15.3101406 +00:00
161,200126,FIRST BAPTIST CHURCH,FIRST BAPTIST CHURCH,132 N MAIN STREET,WAGNER,SC,29164,AIKEN,Active,2021-01-18 00:00:00.0000000,,Rack &amp; Pinion,OTHER,Wheelchair Lift,2018-10-05 07:23:16.0550353 +00:00,2018-10-05 07:23:16.0550132 +00:00
162,200127,ST JOHN&#39;S UNITED METH CHURCH,ST JOHN&#39;S UNITED METH CHURCH,104 NEWBERRY ST NW,AIKEN,SC,29802,AIKEN,Active,2019-09-26 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:23:16.8074306 +00:00,2018-10-05 07:23:16.8074170 +00:00
163,200128,AIKEN TECHNICAL COLLEGE,1000-1100 BUILDING,HIGHWAY 1,AIKEN,SC,29802,AIKEN,Active,2019-09-04 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:17.5705297 +00:00,2018-10-05 07:23:17.5705068 +00:00
164,200129,SLEEP INN,SLEEP INN,1002 MONTEREY DRIVE,AIKEN,SC,29803,AIKEN,Active,2019-01-08 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:18.3410386 +00:00,2018-10-05 07:23:18.3410160 +00:00
165,200130,ST MARY HELP CHRISTIAN SCHOOL,ST MARY HELP CHRISTIAN SCHOOL,118 YORK STREET SE,AIKEN,SC,29801,AIKEN,Active,2020-05-21 00:00:00.0000000,,Screw,OTHER,Wheelchair Lift,2018-10-05 07:23:19.0886113 +00:00,2018-10-05 07:23:19.0885754 +00:00
166,200131,AIKEN COUNTY,AIKEN CNTY DETENTION CENTER,435 WIRE ROAD,AIKEN,SC,29801,AIKEN,Active,2019-08-02 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:19.8182207 +00:00,2018-10-05 07:23:19.8182058 +00:00
167,200132,ST JOHN&#39;S UNITED METH CHURCH,ST JOHN&#39;S UNITED METH CHURCH,104 NEWBERRY ST NW,AIKEN,SC,29802,AIKEN,Active,2019-09-26 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:23:20.5630454 +00:00,2018-10-05 07:23:20.5630271 +00:00
168,200133,NEX VENTURES HOSPITALITY INC,SLEEP INN,US HIGHWAY 25,N AUGUSTA,SC,29841,AIKEN,Active,2019-09-05 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 07:23:21.3017642 +00:00,2018-10-05 07:23:21.3017510 +00:00
169,200134,FIRST CITIZENS BANK,FIRST CITIZENS BANK,125 PARK AVENUE,AIKEN,SC,29803,AIKEN,Active,2019-01-08 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:23:22.0880389 +00:00,2018-10-05 07:23:22.0880195 +00:00
170,200135,AT &amp; T,AT &amp; T,231 LAURENS STREET SW,AIKEN,SC,29801,AIKEN,Active,2018-10-12 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:22.8796332 +00:00,2018-10-05 07:23:22.8796193 +00:00
171,200136,PAUL KNOX MIDDLE SCHOOL,PAUL KNOX MIDDLE SCHOOL,1804 WELLS ROAD,N AUGUSTA,SC,29841,AIKEN,Active,2019-08-13 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:23:23.6323250 +00:00,2018-10-05 07:23:23.6323066 +00:00
172,200137,CITY OF AIKEN,URS ENERGY OFFICE BUILDING,126 NEWBERRY STREET,AIKEN,SC,29801,AIKEN,Active,2019-02-01 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:23:24.4096976 +00:00,2018-10-05 07:23:24.4096662 +00:00
173,200138,CITY OF AIKEN,URS CENTER FOR PERFORMING ARTS,126 NEWBERRY STREET,AIKEN,SC,29801,AIKEN,Active,2018-10-12 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:23:25.1485894 +00:00,2018-10-05 07:23:25.1485713 +00:00
174,200139,SAGE VALLEY CLUBHOUSE,SAGE VALLEY CLUBHOUSE,2240 SAGE VALLEY DRIVE,GRANITEVILLE,SC,29829,AIKEN,Active,2019-05-16 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:23:25.8712000 +00:00,2018-10-05 07:23:25.8711836 +00:00
